cleaned_message,label
apart one told yesterday,0
current lead bid paus auction send custom care,1
urgent nd attempt contact prize yesterday still await collect claim call acl pm,1
that cool sometim slow gentl sonetim rough hard,0
hey iouri gave number wyli ryan friend,0
say die man feel sad go want know would probabl gone late night,0
give back thank,0
serious tell exact word right,0
ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,0
smith wast da wan na gayl,0
gorgeou keep pix cum thank,0
de look good,0
like made throw smoke friend car one time awesom,0
meet call later,0
glad follow dream,0
yup comin,0
nice nice work,0
block breaker come delux format new featur great graphic mobil buy repli get bbdelux take challeng,1
eh sorri leh din ur msg sad alreadi lar watch tv still offic,0
tomarrow want got court lt decim gt come bu stand,0
dad say hurri hell,0
lol still feel sick,0
guess pub im im happi pig clover whatev say,0
hello madam,0
sorri roommat took forev ok come,0
pleas leav topic sorri tell,0
quit ok bit ex better go eat smth els feel guilti,0
pleas call immedi urgent messag wait,1
sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook,1
nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend tone repli hl info,1
chosen receiv award pl call claim number collect award select receiv valu mobil custom,1
frnd neces life imagin urself witout frnd hw feel ur colleg wat wth ur cell wat abt function thnk abt event esp care miss amp irrit wrd dear love frnd wthout cant live jst takecar goodmorn,0
alright babe justthought sayhey doin nearli endof wk offdam nevamind hook sn uwant lovejen,0
ugh wan na get bed warm,0
kalli readi bat nd inning,0
get garden readi summer free select summer bulb seed worth scotsman saturday stop go notxt co uk,1
cool text park,0
hey anyway,0
problem,0
loan purpos homeown tenant welcom previous refus still help call free text back help,1
amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear,0
one issu california okay snow manag,0
current messag await collect collect messag call,1
somewher beneath pale moon light someon think dream come true goodnit amp sweet dream,0
yeah like goe like friend imma flip shit like half hour,0
id onluy matter get offcampu,0
agre stop thinkin ipad pleas ask macho question,0
convey regard,0
hi jess dont know work call im home eve xxx,0
sent part,0
someon conact date servic enter phone fanci find call landlin pobox tf,1
shame mayb cld meet hr tomo,0
wa ur openin sentenc formal anyway fine juz tt eatin much puttin weight haha anythin special happen,0
ye offic da,0
free messag jamster get crazi frog sound poli text mad real text mad crazi sound gbp week appli,1
uncl check reward month,0
one teach ship car,0
got arrest possess shit lt time gt pm,0
talk,0
good studi well,0
lousi run alreadi come back half dead hee,0
valu vodafon custom comput pick win prize collect easi call,1
ok bag,0
yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke,0
mani time told stage use laugh listen aha,0
sir wait call,0
winner special select receiv cash holiday flight inc speak live oper claim,1
busi tri finish new year look forward final meet,0
langport sorri probabl bed pm suck ill xma go sri lanka,0
howz person stori,0
made eta taunton plan hope still okday good see xx,0
nd time tri contact pound prize claim easi call per minut bt nation rate,1
one week leav put know time,0
bank granit issu strong buy explos pick member nasdaq symbol cdgt per,1
want send someth sell fast lt gt easi money,0
ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub,1
urgent mobil award bonu caller prize final attempt contact call,1
cinema plu drink appeal tomo fr thriller director like mac,0
train process,0
check realli miss see jeremiah great month,0
great get worri know wonder care person like best life know wonder god love,0
realli skateboard despit fact get thrown wind bandag shit arm everi five minut,0
leav,0
understand loss gain work school,0
th juli,0
dont know support ass srt thnk think ps play usb,0
per request mell mell oru minnaminungint nurungu vettam set callertun caller press copi friend callertun,0
forgot ask smth card da present lei want write smth sign,0
pm cost,1
yeah got one line us,0
imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck,0
hi mom might back later lt gt,0
well watch shrek,0
hey babe far spun spk da mo dead da wrld sleep da sofa day cool nytho tx fonin hon call mwen im bk frmcloud,0
back brum thank put us keep us happi see soon,0
tell call claim prize enter ur mobil person detail prompt care,1
ok good make money,0
gon na get rimac access,0
nah help never iphon,0
go bath msg next lt gt min,0
great new offer doubl min doubl txt best orang tariff get latest camera phone free call mobileupd free stoptxt cs,1
boy made fun today ok problem sent one messag fun,0
dunno dad said come home bring us lunch yup go lor call reach school lor,0
sorri call later,0
realli master,0
yup alreadi thanx print hand,0
tell friend plan valentin day lt url gt,0
dude go sup,0
tire argu week week want,0
ne thing interest good birthday wrking nxt start uni today,0
big brother alert comput select cash voucher call ntt po box cro bt landlin cost ppm mobil vari,1
make sens btw carlo difficult guy gon na smoke go pick second batch get ga,0
lor,0
yar quit clever aft mani guess lor got ask bring thk darren will go aiya thk leona still attach wat,0
size eleph tablet shove um ur ass,0
dunno lei thk mum lazi go neva ask yet,0
ju finish avatar nigro,0
love night wake see messag hope smile know great morn,0
ok lor wat time finish,0
dude sux snake got old raiden got buff,0
derp wors dude alway want parti dude file complaint three drug abus live,0
ye complet form clark also utter wast,0
princess kitti shave natur,0
hope result consist intellig kind start ask practicum link keep ear open best ttyl,0
friendship poem dear dear near hear dont get fear live cheer tear alway dear gud ni,0
wen miss someon person definit special person special miss keep touch gdeve,0
town alon,0
yup shd haf ard page add figur got mani page,0
talk that de wont,0
come pick come immedi aft ur lesson,0
free msg sorri servic order could deliv suffici credit pleas top receiv servic,1
oh god almost home,0
geeeee love much bare stand,0
haf eaten wat time wan come,0
thanx,0
take derek amp taylor walmart back time done leav mous desk text priscilla readi,0
thank wonder,0
avatar suppos subtoitl,0
regist sinco paye log icicibank com enter urn lt gt confirm bewar fraud share disclos urn anyon,0
earli,0
dear sir salam alaikkum pride pleasur meet today tea shop pleas send contact number qatar rakhesh indian pl save number respect regard,0
might accid tookplac somewher ghodbandar rd traffic move slove plz slip amp worri,0
first answer question,0
wish mani mani return day happi birthday vikki,0
pleas call custom servic repres pm guarante cash prize,1
hav frnd name ashwini ur colleg,0
yupz oredi book slot weekend liao,0
good morn princess,0
eatin lunch,0
call say come today ok tell fool like ok,0
got smaller capac one quit ex,0
boo way mom make tortilla soup yummmm,0
dont know get messag,0
what hous beer,0
ask say pleas messag,0
pl stop bootydeli invit friend repli ye see www sm ac bootydeli stop send stop frnd,1
heard call rude chat privat line cum wan pic gettin shag text pix end send stop sam xxx,1
thank hope good day today,0
well great weekend,0
home pleas call,0
happi birthday may find ur princ charm soon dun work hard,0
train manual show tech process password reset troubleshoot,0
ju finish lunch way home lor tot dun wan stay sch today,0
coffe cake guess,0
haha money leh later got go tuition haha look empti slot drive lesson,0
height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student wont even start datz confid,0
sorri call later ok bye,0
well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box wx,1
congratul,0
guess first time creat web page www asjesu com read wrote wait opinion want friend,1
one best dialogu cute reltnship wen die dont come near bodi bcoz hand may come wipe ur tear time gud ni,0
buy,0
love holiday monday feel even go dentist hour,0
wait chikku il send aftr lt gt min,0
today sunday sunday holiday work,0
seriou money base,0
got lazi type forgot lect saw pouch like nice,0
parent kidz friend colleagu scream surpris wait sofa nake,0
pathaya enketa maraikara pa,0
ft good combin,0
see post facebook,0
ok da alreadi plan wil pick,0
ill lt gt ok,0
god pick flower dippeditinadew lovingli touch itwhichturnedinto gift tomeandsaid friend,0
nope watch tv home go bore,0
guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw mtmsgrcvd,1
lol grr mom take forev prescript pharmaci like minut away ugh,0
noth lor bit bore dun go home earli sleep today,0
simpl arithmet percentag,0
ya take ure practic lesson start june,0
bishan lar nearer need buy earli co buy got ta park car,0
aight plan come later tonight,0
geeeee internet realli bad today eh,0
scotland hope show jjc tendenc take care live dream,0
small problem auction punj ask tiwari,0
haha dinner cousin,0
mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile,0
hello yeah got bath need hair come done yeah,0
pleas call custom servic repres freephon pm guarante cash prize,1
leav hous,0
time think need know near campu,0
miss call alert number call left messag,1
ok day make dinner tonit invit,0
haha mayb rite know well da feel like someon gd lor faster go find one gal group attach liao,0
bugi juz wat walk home oredi late repli oso saw top dat like din buy,0
watch tv lor nice one like lor,0
suck got plan yo valentin yo valentin,0
remind download content alreadi paid goto http doit mymobi tv collect content,1
meet work tel shall work tomorrow,0
found enc lt gt,0
privat account statement show un redeem point call identifi code expir,1
check error difficulti correct,0
ur cash balanc current pound maxim ur cash send cash msg cc po box tcr,1
urgent tri contact today draw show prize guarante call land line claim valid hr,1
dad get back,0
mobil number claim call us back ring claim hot line,1
hair cream ship,0
guy get use dumb realiz,0
stupid possibl,0
hi want join st later meet five call class,0
call lunch,0
hmm bit piec lol sigh,0
sent scream moan bed princess,0
aight time want come,0
sorri left phone upstair ok might hectic would bird one fell swoop date,0
